movieId,title,url,img_url,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed)
3619,"Hollywood Knights, The (1980)",https://www.themoviedb.org/movie/21879.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nKTXjzFW52n61rlXT80MGIcnEG4.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,"Twelve Chairs, The (1970)",https://www.themoviedb.org/movie/24918.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/j2DH7mDHUbSY3UdLGMd8KricSWc.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3623,Mission: Impossible II (2000),https://www.themoviedb.org/movie/955.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2njB2A85Ni7bRR7vIOrfv6TBPeC.jpg,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3624,Shanghai Noon (2000),https://www.themoviedb.org/movie/8584.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3625,Better Living Through Circuitry (1999),https://www.themoviedb.org/movie/47295.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3UUdjElayMyi6pSYq6SBLBRIKvG.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),https://www.themoviedb.org/movie/11332.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/t7G0SA8cqrsu7XzzTL0ge54aw7L.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,Carnival of Souls (1962),https://www.themoviedb.org/movie/16093.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AdbQsFB8pS090l0NO3uBtLZy2zw.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3628,Flying Tigers (1942),https://www.themoviedb.org/movie/29372.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1Aee8HBwkq1yjKYMnL9YMPhXJZ.jpg,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3629,"Gold Rush, The (1925)",https://www.themoviedb.org/movie/962.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,Monsieur Verdoux (1947),https://www.themoviedb.org/movie/30588.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mUPXIinTQsBdLlDaWiSl7GwQXVs.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3633,On Her Majesty's Secret Service (1969),https://www.themoviedb.org/movie/668.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yVzJLLhBwuWJBR9BYEMurShu2WT.jpg,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3634,Seven Days in May (1964),https://www.themoviedb.org/movie/23518.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fgMwyNl7uZeUrnIAqlX7htSQ2O2.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3635,"Spy Who Loved Me, The (1977)",https://www.themoviedb.org/movie/691.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3ZxHKFxMYvAko680DsRgAZKWcLi.jpg,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3637,Vagabond (Sans toit ni loi) (1985),https://www.themoviedb.org/movie/44018.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2KFfwiPct1hwqi9dkKqoom0BenC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,Moonraker (1979),https://www.themoviedb.org/movie/698.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6LrJdXNmu5uHOVALZxVYd44Lva0.jpg,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3639,"Man with the Golden Gun, The (1974)",https://www.themoviedb.org/movie/682.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zULDLrGE42iTiizMJKDoTGbIKlu.jpg,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3640,"King in New York, A (1957)",https://www.themoviedb.org/movie/28973.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sLiscgA9fcukGfIUvA9Oq8OxeON.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,"Woman of Paris, A (1923)",https://www.themoviedb.org/movie/28974.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/s24VgyvJliT7fUA909ZHJpoBx1D.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,"Fighting Seabees, The (1944)",https://www.themoviedb.org/movie/22994.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pfqahIjSJ8XkU1Pta2z9M9PuIJY.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3646,Big Momma's House (2000),https://www.themoviedb.org/movie/9600.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5YoSFqpTz5qIxsX61CPMGKONQIY.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",https://www.themoviedb.org/movie/38006.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uVBy1rAxsdPqNtJx6U10SVhIdrx.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3649,American Gigolo (1980),https://www.themoviedb.org/movie/2768.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/igXGCwti23PHOjLKQX6eGIGzQiJ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",https://www.themoviedb.org/movie/24920.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8ymAiDW9ct2GSywWkqATEiKE8OB.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3653,"Endless Summer, The (1966)",https://www.themoviedb.org/movie/21.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5W5uaqQ7NZTwoDMKO4AtdcahHex.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3654,"Guns of Navarone, The (1961)",https://www.themoviedb.org/movie/10911.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rBnNHKhSHFuac0I6qPYiVLJ6ohy.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3655,Blow-Out (La grande bouffe) (1973),https://www.themoviedb.org/movie/10102.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wLy3YoL0day0p5DYvOHmpxAK29W.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,Quatermass and the Pit (1967),https://www.themoviedb.org/movie/26912.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AvruSt4xRIbXO8gVxPzHupbf5A2.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3660,Puppet Master (1989),https://www.themoviedb.org/movie/26953.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kixZHMQmGcRUwgollFcCr4WZ49A.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3661,Puppet Master II (1991),https://www.themoviedb.org/movie/26954.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dy5tzZFWFTjbNyG4KNP6yMjZ6l9.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3662,Puppet Master III: Toulon's Revenge (1991),https://www.themoviedb.org/movie/26956.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uSSZGAEnSJ8ov81i7UVYcFOeThP.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3663,Puppet Master 4 (1993),https://www.themoviedb.org/movie/26957.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fRIpNpZVL73MGJ7E2ZYt03tggeX.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3664,Puppet Master 5: The Final Chapter (1994),https://www.themoviedb.org/movie/26958.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cqA1w7IwFCwA4fAD9R8vwOm1w5l.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3667,Rent-A-Cop (1988),https://www.themoviedb.org/movie/80287.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mo76XEkMKR7nniJOdDIe9UVoaOj.jpg,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3668,Romeo and Juliet (1968),https://www.themoviedb.org/movie/6003.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vaBQKLbSWkXGTOlsz9ARdJP4lvg.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,Stay Tuned (1992),https://www.themoviedb.org/movie/23939.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yd2MN9zA30eGjf89DaaNoUXbRNp.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,Blazing Saddles (1974),https://www.themoviedb.org/movie/11072.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nb1MLEOXVFBKTM4J9GLoksqgDBk.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3672,Benji (1974),https://www.themoviedb.org/movie/23069.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uVeTZ7BxoWtLUfRIFCOLEhW7PYZ.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,Benji the Hunted (1987),https://www.themoviedb.org/movie/21299.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/q7hZpaF8vRO56r3QgmJbC3vIQjT.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,For the Love of Benji (1977),https://www.themoviedb.org/movie/38802.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iqB2iwZnteFdWH9rL50objGwmNk.jpg,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,White Christmas (1954),https://www.themoviedb.org/movie/13368.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/A5kBQsHKbIptxJyELEpHQJROCRj.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3676,Eraserhead (1977),https://www.themoviedb.org/movie/985.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3677,Baraka (1992),https://www.themoviedb.org/movie/14002.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ldEuJQ4z7zEvL7iXraESWBUfQcz.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3678,"Man with the Golden Arm, The (1955)",https://www.themoviedb.org/movie/541.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3TUOhZhM5GCYIbxwFO3chpZ0DHx.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,"Decline of Western Civilization, The (1981)",https://www.themoviedb.org/movie/21137.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kfPIZYynaPCuDqbqIs4EKbsAfPE.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",https://www.themoviedb.org/movie/36724.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4XoeABOgfPzYIzv2UoGKAdZbbR7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),https://www.themoviedb.org/movie/938.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
3682,Magnum Force (1973),https://www.themoviedb.org/movie/10648.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cmQuj67qbijnC9dAQZf8x4X1KEr.jpg,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3683,Blood Simple (1984),https://www.themoviedb.org/movie/11368.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/n8D1gVXUgmW4kkDzUzzoezAmUUa.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3684,"Fabulous Baker Boys, The (1989)",https://www.themoviedb.org/movie/10875.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1nS8AxnoYE2Y1ANMpVKZnm8iLxP.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,Prizzi's Honor (1985),https://www.themoviedb.org/movie/2075.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5azGfZXuUFYjYfz6etYOdlyLXwL.jpg,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,Flatliners (1990),https://www.themoviedb.org/movie/1551.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3687,Light Years (Gandahar) (1988),https://www.themoviedb.org/movie/22500.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lDM8fxNsu8oYRmM66kZrLQnPNyw.jpg,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3688,Porky's (1982),https://www.themoviedb.org/movie/10246.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AqCOt1cWfKqCepxK7LIdT812idH.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,Porky's II: The Next Day (1983),https://www.themoviedb.org/movie/19698.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6ubklp2Zyyw02hDt32psGEirXHr.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,Porky's Revenge (1985),https://www.themoviedb.org/movie/23919.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ufS0R6yYclQnuF2S8GZOlmE1iZ7.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,Private School (1983),https://www.themoviedb.org/movie/18835.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/751YiDofTR5mon16NQXgyX9vxqb.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,Class of Nuke 'Em High (1986),https://www.themoviedb.org/movie/26554.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2AljZDgKhzFaKO6i9tgmcytEA2b.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3693,"Toxic Avenger, The (1985)",https://www.themoviedb.org/movie/15239.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qRbAr8yilTnXssmk52po7RyqZSH.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3694,"Toxic Avenger, Part II, The (1989)",https://www.themoviedb.org/movie/28165.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5DoPquotxlRqNmYmTkorqiqKcvF.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",https://www.themoviedb.org/movie/28169.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yEOliKp5hZIBR0lDr9L3mJLijT0.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3696,Night of the Creeps (1986),https://www.themoviedb.org/movie/15762.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/liYUBpyv7sI2JPcqbkkreKoWibD.jpg,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3697,Predator 2 (1990),https://www.themoviedb.org/movie/169.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7OAAsKvYwEq23ppBSq8NfJ0iUuo.jpg,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3698,"Running Man, The (1987)",https://www.themoviedb.org/movie/865.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/GTAUOhO4BN0peJVvxGEQydJvUO.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3699,Starman (1984),https://www.themoviedb.org/movie/9663.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cgDeFWkYi6e9FT5RiQPCbQ9HlXZ.jpg,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3700,"Brother from Another Planet, The (1984)",https://www.themoviedb.org/movie/26889.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6DylaSBT8CNVwf1K1lPv0A1bm6N.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3701,Alien Nation (1988),https://www.themoviedb.org/movie/10128.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2wEyQkFXX6ReyW44YQa1kLQYkCg.jpg,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
3702,Mad Max (1979),https://www.themoviedb.org/movie/9659.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5LrI4GiCSrChgkdskVZiwv643Kg.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3703,"Road Warrior, The (Mad Max 2) (1981)",https://www.themoviedb.org/movie/8810.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ffzRLeZaKP6YCaTVieWeSLccC4y.jpg,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3704,Mad Max Beyond Thunderdome (1985),https://www.themoviedb.org/movie/9355.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jJlxcEVVUHnrUeEkQ0077VeHQpb.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3705,Bird on a Wire (1990),https://www.themoviedb.org/movie/1727.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vhsv2PrAPZ79ZpV64AJ2TiEI2zX.jpg,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3706,Angel Heart (1987),https://www.themoviedb.org/movie/635.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xKnJ4drN6J4dTu7E0yoBqrRALG2.jpg,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),https://www.themoviedb.org/movie/10068.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vnTCgupgTMZSGbl1InrO2UhTz9S.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,Firestarter (1984),https://www.themoviedb.org/movie/11495.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2ux5lqNuibd8eOkwwUhzfzAJBqD.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3709,Sleepwalkers (1992),https://www.themoviedb.org/movie/11428.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iiwplv5pET2HgMog6otunohIiSr.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3710,Action Jackson (1988),https://www.themoviedb.org/movie/10117.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ooRTSbr0MBkQ5LcyGo4FtEtyfaB.jpg,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3711,Sarafina! (1992),https://www.themoviedb.org/movie/35936.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i52368CunnMFEQIgPmGDKSPLcKx.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,Soapdish (1991),https://www.themoviedb.org/movie/25562.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8iIHog4asUWOZS7Pc4t9ouYFc3N.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,"Long Walk Home, The (1990)",https://www.themoviedb.org/movie/51763.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7T2oVjLHHIDY6FQH9e04oOgPWQa.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,Clara's Heart (1988),https://www.themoviedb.org/movie/73079.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sb5fGw0l8PVFPL14lu2UN7Ibed0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,Burglar (1987),https://www.themoviedb.org/movie/38921.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dSsLyJefsfn4SncqUA0WhXt7S2j.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3716,Fatal Beauty (1987),https://www.themoviedb.org/movie/35463.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fYCbwhIgjHWOr28kbKUdFz8z9PW.jpg,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3717,Gone in 60 Seconds (2000),https://www.themoviedb.org/movie/9679.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lFsJJjnGcNhewSIM9XBTaHsI2et.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3719,Love's Labour's Lost (2000),https://www.themoviedb.org/movie/51333.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7rJr9b0Mc8wEAqzuDUkz0zg1BX7.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,Sunshine (1999),https://www.themoviedb.org/movie/17771.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qcHDFrjClW35u0dSuLjsQEi8gDk.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,Hamlet (1990),https://www.themoviedb.org/movie/10264.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ycM8gwwyOLXW4qxkcu6nhLlfgcA.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,Coming Home (1978),https://www.themoviedb.org/movie/31657.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jBsYWNBYNEi5EhT1hC8iexcTsWT.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3725,American Pop (1981),https://www.themoviedb.org/movie/29204.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9SQqCFZH8ziWuGY02DVUgj1YxqU.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3726,Assault on Precinct 13 (1976),https://www.themoviedb.org/movie/17814.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9Ct0wNPG9ICNqIIS0DzEqRSIVNd.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3727,Near Dark (1987),https://www.themoviedb.org/movie/11879.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hZnPBCq5Mc6zHmtZiqmRPIQMo2r.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3728,One False Move (1992),https://www.themoviedb.org/movie/21128.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qMpEZac4S3XFZFmDffbW628J4T8.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
3729,Shaft (1971),https://www.themoviedb.org/movie/482.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yJChPuu2V339IiDPQDHeIh1SYpA.jpg,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3730,"Conversation, The (1974)",https://www.themoviedb.org/movie/592.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wlR8DmatSgA93iRqS6e2seZj4zu.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3731,Cutter's Way (1981),https://www.themoviedb.org/movie/31593.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eOuaZWChAK3YQmWH2yD7eIr5o2.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3732,"Fury, The (1978)",https://www.themoviedb.org/movie/12611.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cQCxG3TDaFi34HdKgaa1lhv8wXJ.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3733,"Paper Chase, The (1973)",https://www.themoviedb.org/movie/14328.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xqdGdasqPEV1mtWGIA1x8mrWOAe.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,Serpico (1973),https://www.themoviedb.org/movie/9040.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/c7fENg2o6SBBtL3z4V9xTAnEoDJ.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3736,"Ace in the Hole (Big Carnival, The) (1951)",https://www.themoviedb.org/movie/25364.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gPVPzHEsJBX02HtBtIQgYnfeqNQ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,Lonely Are the Brave (1962),https://www.themoviedb.org/movie/43002.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/g6wKfhwGPsKgPI77ZiLhL6argMQ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3738,"Sugarland Express, The (1974)",https://www.themoviedb.org/movie/5121.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/agrS3KGcPfqtZwHpXxOG0cGUk7e.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,Trouble in Paradise (1932),https://www.themoviedb.org/movie/195.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/FBxuoLRD3Biyul14unT5m3PYNS.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,Big Trouble in Little China (1986),https://www.themoviedb.org/movie/6978.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gI2Qs1yTTj3NcESJyttCkbmJ4k9.jpg,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
